Person writing,"Type

(lack of type indicates no type to be used in TEI)

This is a legacy of our early TEI. We keep this information and keep encoding it in new documents for the sake of consistency. It has no searchability or relevance and wasn't implemented rigorously. What I mean is that categories and labels aren't very good, and because of the sprawl of annotations did not end up being applied consistently.",Key,"Name

This is the title/label of the one liner and should match the text preceding the colon in the write-up itself.","Write-Up

The text preceding the colon in this column should match the text in the name/label column.","Sources & Notes

Wherever possible, the information in this column should be in the format of a citation rather than a single link. Full/formal citations are not necessary, but the goal should always be to allow someone else to follow the documentary/digital trail back to the item, whether or not its digital location has changed."
,orgName [no type],#swarchinst,Southwest Society of the Archeological Institute of America,N/A,
,orgName,#swjouranth,Southwestern Journal of Anthropology,N/A,
Baseball card,"orgName type=""nativeamericantribes""",#natam_thenativespanish,Spanish,N/A,
,"orgName type=""government""",#gov_span,Spanish government,N/A,
,"orgName type=""military""",#mi_spnavy,Spanish Navy [Spanish Fleet],N/A,
,"orgName type=""publication""",#spiritofthetimes,Spirit of the Times,N/A,
,"orgName type=""publication""",#spokanereview,Spokane Review,N/A,
,"orgName type=""publication""",#springfielddailyrepublican,Springfield Daily Republican,N/A,
source notes work,"orgName type=""publication""",#stlawplaindealer,St. Lawrence Plaindealer,N/A,
,"orgName type=""publication""",#stlouisglobe,St. Louis Globe-Democrat,N/A,
,"orgName type=""publication""",#stlouispostdispatch,St. Louis Post-Dispatch,N/A,
,"orgName type=""publication""",#stpauldailynews,St. Paul Daily News,N/A,
,"orgName type=""institution""",#in_theresa,St. Theresa School,N/A,
source notes work,"orgName type=""publication""",#standardtimes,Standard-Times,N/A,
,"orgName type=""institution""",#in_stanford,Stanford University,N/A,
,"orgName type=""publisher""",#stanpress,Stanford University Press,N/A,
,"orgName type=""nativeamericantribes""",#natam_stanislaus,Stanislaus,N/A,
publication information,"orgName type=""publisher""",#stanley,Stanley-Taylor,N/A,
source notes work,"orgName type=""publication""",#chrchust,Star,N/A,
,"orgName type=""government""",#gov_calmining,State Mining Bureau,N/A,
,"orgName type=""government""",#castate,State of California,N/A,
,"orgName type=""publication""",#steubenfarmersadvocate,Steuben Farmers' Advocate,N/A,
,"orgName type=""publication""",#suffolkcountynews,Suffolk County News,N/A,
,"orgName type=""publication""",#sullrep,Sullivan Republican,N/A,
source notes work,"orgName type=""publication""",#kansun,Sun,N/A,
,"orgName type=""publication""",#sundayoregonian,Sunday Oregonian,N/A,
,"orgName type=""nativeamericantribes""",#natam_suraminis,Suraminis,N/A,
,"orgName type=""nativeamericantribes""",#natam_suysum,Suysum,N/A,
,orgName [no type],#sla,Symbionese Liberation Army,N/A,
,"orgName type=""company""",#co_taaffe,"Taaffe, McCahill & Co",N/A,
,"orgName type=""nativeamericantribes""",#natam_taches,Taches,N/A,
,"orgName type=""nativeamericantribes""",#natam_tamal,Tamal,N/A,
,"orgName type=""nativeamericantribes""",#natam_Tarascan,Tarascan,N/A,
,"orgName type=""nativeamericantribes""",#natam_tcholovones,Tcholovones,N/A,
,"orgName type=""publication""",#bristele,Telegraph,N/A,
,"orgName type=""publication""",#telegraphandmessenger,Telegraph And Messenger,N/A,
,"orgName type=""nativeamericantribes""",#natam_tenisichs,Tenisichs,N/A,
,"orgName type=""nativeamericantribes""",#natam_terwars,Terwars,N/A,
source notes work,"orgName type=""publication""",#thamesadver,Thames Advertiser,N/A,
,orgName [no type],#2012chisymp,the 2012 Channel Islands Symposium,N/A,
,orgName,#in_asg,the Agricultural College of South Georgia,N/A,
,"orgName type=""publication""",#almance,The Almance Gleaner,N/A,
source notes work,"orgName type=""nativeamericantribes""",#ancat,the ancient Catalinians,N/A,
source notes work,"orgName type=""publication""",#antislaverybugle,The Anti Slavery Bugle,N/A,
source notes work,"orgName type=""publication""",#atlantaconstitution,The Atlanta Constitution,N/A,
publication information,"orgName type=""institution""",#autry,The Autry Institute,N/A,
,"orgName type=""publication""",#regbee,The Bee,N/A,
,"orgName type=""publciation""",#beloit28,The Beloit Daily Call,N/A,
,"orgName type=""publication""",#beloit7,The Beloit Daily Call,N/A,
,"orgName type=""publication""",#bemidji,The Bemidji Daily Pioneer,N/A,
source notes work,"orgName type=""publication""",#blueridgeblade,The Blue Ridge Blade,N/A,
,"orgName type=""publication""",#bsbb,The Booklist and Subscription Books Bulletin ,N/A,
source notes work,"orgName type=""publication""",#bostonweeklyglobe,The Boston Weekly Globe,N/A,
source notes work,"orgName type=""publication""",#brookfieldcourier,The Brookfield Courier,N/A,
,"orgName type=""publication""",#calislands,The California Islands,N/A,
,"orgName type=""publication""",#calist,the Calistogian,N/A,
,"orgName type=""publication""",#chanute,The Chanute Daily Tribune,N/A,
source notes work,"orgName type=""publication""",#chathamrec,The Chatham Record,N/A,
source notes work,"orgName type=""publication""",#councilgroverepublican,The Council Grove Republican,N/A,
source notes work,"orgName type=""publication""",#dailyalta,The Daily Alta California,N/A,
source notes work,"orgName type=""publication""",#dailybee,The Daily Bee,N/A,
,"orgName type=""publication""",#dcg,The Daily Courier Gazette,N/A,
source notes work,"orgName type=""publication""",#npherald,The Daily Herald,N/A,
,"orgName type=""publication""",#dailynews,The Daily News,N/A,
source notes work,"orgName type=""publication""",#dailypicayune,The Daily Picayune,N/A,
source notes work,"orgName type=""publication""",#dailystar,The Daily Star,N/A,
,"orgName type=""church""",#ch_diocese,the Diocese of Monterey,N/A,
,orgName [no type],#in_eclub,the Elementary Club of the College of Education,N/A,
,"orgName type=""company""",#essex,The Essex Company,N/A,
source notes work,"orgName type=""publication""",#eveningstar,The Evening Star,N/A,
,orgName [no type],#foodreformsociety,the Food Reform Society,N/A,
source notes work,"orgName type=""publication""",#fortwaysent,The Fort Wayne Sentinel,N/A,
source notes work,"orgName type=""publication""",#thefriend,The Friend,N/A,
,orgName [no type],#hans,the Hans Christian Andersen Foundation,N/A,
,"orgName type=""publication""",#sbherald,The Herald [Santa Barbara],N/A,
source notes work,"orgName type=""publication""",#inddem,The Indiana Democrat,N/A,
source notes work,"orgName type=""publication""",#thejeffersonian,The Jeffersonian,N/A,
source notes work,"orgName type=""publication""",#kansascityevstar,The Kansas City Evening Star ,N/A,
source notes work,"orgName type=""publication""",#leavenworthtimes,The Leavenworth Times,N/A,
,orgName [no type],#merchasc,The Merchants' Protective Association,N/A,
source notes work,"orgName type=""publication""",#morningcall,The Morning Call,N/A,
,"orgName type=""museum""",#mu_nationalmuseum,the National Museum,N/A,
,"orgName type=""military""",#mi_navair,the NAVAIR Range Sustainability Office,N/A,
source notes work,"orgName type=""publication""",#newbernian,The Newbernian ,N/A,
source notes work,"orgName type=""publication""",#newfoundlander,The Newfoundlander,N/A,
source notes work,"orgName type=""publication""",#newsreporter,The News Reporter,N/A,
,"orgName type=""publication""",#ojai,The Ojai,N/A,
source notes work,"orgName type=""publication""",#osagecityfreepress,The Osage City Free Press,N/A,
,"orgName type=""company""",#paccoastfishing,the Pacific Coast Fishing and Packing Company,N/A,
source notes work,"orgName type=""publication""",#peedeebee,The Pee Dee Bee,N/A,
source notes work,"orgName type=""publication""",#peoplespress,The People's Press,N/A,
source notes work,"orgName type=""publication""",#pioneer,The Pioneer,N/A,
source notes work,"orgName type=""publication""",#polynesian,The Polynesian,N/A,
source notes work,"orgName type=""publication""",#redcloudchief,The Red Cloud Chief,N/A,
,orgName [no type],#riflemen,the riflemen,N/A,
,"orgName type=""publication""",#riogrande,The Rio Grande Republic,N/A,
source notes work,"orgName type=""publication""",#saintpaulglobe,The Saint Paul Globe,N/A,
source notes work,"orgName type=""publication""",#saltlaketribune,The Salt Lake Tribune,N/A,
source notes work,"orgName type=""publication""",#sdunion,The San Diego Union,N/A,
,orgName,#odellelemsc,The School,N/A,
,orgName,#sciexped,"The Scientific Expedition of Leon de Cessac to California, 1877-1879 &amp; A Bibliography of the Chumash and their Predecessors",N/A,
source notes work,"orgName type=""publication""",#semiweeklymess,The Semi-Weekly Messenger,N/A,
,orgName [no type],#americanarchaeology,The Society of American Archaeology,N/A,
source notes work,orgName,#spaniards,the Spaniards,N/A,
source notes work,"orgName type=""publication""",#stlouisrepublic,The St. Louis Republic,N/A,
,"orgName type=""company""",#stockcompany,the Stock-raising Company,N/A,
source notes work,"orgName type=""publication""",#suburbancitizen,The Suburban Citizen,N/A,
,"orgName type=""institution""",#synagogue,the Synagogue,N/A,
source notes work,"orgName type=""publication""",#thetimes,The Times,N/A,
source notes work,"orgName type=""newspaper""",#timeslitsupplement,The Times Literary Supplement,N/A,
source notes work,"orgName type=""publication""",#timestribune,The Times-Tribune,N/A,
source notes work,"orgName type=""publication""",#topekadailycap,The Topeka Daily Capital,N/A,
source notes work,"orgName type=""publication""",#union,The Union,N/A,
,orgName,#vap,The Virginia press,N/A,
source notes work,"orgName type=""publication""",#washingtonpost,The Washington Post,N/A,
source notes work,"orgName type=""publication""",#wilsonmirror,The Wilson Mirror,N/A,
source notes work,"orgName type=""publication""",#world,The World,N/A,
publication information,"orgName type=""publisher""",#tcrowellco,Thomas Y. Crowell Company,N/A,
publication information,"orgName type=""publisher""",#thompsonwest,Thompson and West,N/A,
source notes work,"orgName type=""publication""",#tidi,Tidings,N/A,
,"orgName type=""publication""",#tiffintribune,Tiffin Tribune,N/A,
source notes work,"orgName type=""publication""",#timaruherald,Timaru Herald,N/A,
source notes work,"orgName type=""publication""",#londontimes,Times,N/A,
,"orgName type=""publication""",#timesofindia,Times of India,N/A,
,"orgName type=""publication""",#timespic,Times-Picayune,N/A,
,"orgName type=""nativeamericantribes""",#natam_tolowas,Tolowas,N/A,
source notes work,"orgName type=""publication""",#topofthenews,Top of the News,N/A,
,"orgName type=""nativeamericantribes""",#natam_tototen,Tototen,N/A,
source notes work,"orgName type=""publication""",#touringtopics,Touring Topics [Westways],N/A,
,"orgName type=""nativeamericantribes""",#natam_touserlemnies,Touserlemnies,N/A,
source notes work,"orgName type=""publication""",#travelerherald,Traveler-Herald,N/A,
,"orgName type=""publication""",#troydailytimes,Troy Daily Times,N/A,
,"orgName type=""publication""",#troyrecord,Troy Record 1953,N/A,
,"orgName type=""nativeamericantribes""",#natam_yokut,Tulares [Yokuts],N/A,
,"orgName type=""nativeamericantribes""",#natam_tulore,Tulore,N/A,
,"orgName type=""nativeamericantribes""",#natam_tuolumnes,Tuolumnes,N/A,
,"orgName type=""nativeamericantribes""",#natam_tutatamys,Tutatamys,N/A,
,"orgName type=""nativeamericantribes""",#natam_tututanys,Tututanys,N/A,
,orgName,#uclaarchsur,UCLA Archaeological Survey,N/A,
,"orgName type=""institution""",#in_uclalinguistics,UCLA Dept of Linguistics,N/A,
,"orgName type=""nativeamericantribes""",#natam_ukas,Ukas,N/A,
,"orgName type=""nativeamericantribes""",#natam_ukiahs,Ukiahs,N/A,
,"orgName type=""nativeamericantribes""",#natam_ululatos,Ululatos,N/A,
,"orgName type=""nativeamericantribes""",#natam_umpin,Umpin,N/A,
,"orgName type=""nativeamericantribes""",#natam_umpquas,Umpquas,N/A,
,orgName [no type],#uscoastsurvey,United States Coast Survey,N/A,
,"orgName type=""government""",#gov_usa,United States Government,N/A,
,"orgName type=""government""",#gov_usleg,United States Legation,N/A,
,"orgName type=""producer""",#universalstudios,Universal Studios,N/A,
,orgName,#univakf,"University of Alaska, Fairbanks",N/A,
,"orgName type=""insitution""",#in_ua,University of Arkansas,N/A,
,"orgName type=""institution""",#in_ucb,University of California Berkeley,N/A,
,"orgName type=""institution""",#in_ucsdex,University of California extension [probablyUniversity of California San Diego extension],N/A,
,"orgName type=""institution""",#in_ucirvine,University of California Irvine,N/A,
,"orgName type=""institution""",#in_ucla,University of California Los Angeles,N/A,
publication information,"orgName type=""publisher""",#ucalpress,University of California Press,N/A,
publication information,"orgName type=""publisher""",#ucalarch,University of California Publications in American Archaeology and Ethnology,N/A,
,orgName,#ucpubanth,University of California Publications in Anthropology,N/A,
publication information,"orgName type=""publication""",#ucalhistory,University of California Publications in History,N/A,
,"orgName type=""institution""",#in_ucsd,University of California San Diego,N/A,
,orgName,#ucdavis,"University of California, Davis",N/A,
,orgName,#ucriver,"University of California, Riverside",N/A,
,orgName,#ucsb,"University of California, Santa Barbara",N/A,
publication information,"orgName type=""publisher""",#okpress,University of Oklahoma Press,N/A,
,"orgName type=""institution""",#in_uofo,University of Oregon,N/A,
,"orgName type=""institution""",#urome,University of Rome,N/A,
,"orgName type=""institution""",#in_uofwis,University of Wisconsin,N/A,
,"orgName type=""publication""",#upperdm,Upper Des Moines,N/A,
,"orgName type=""military""",#mi_army,US Army,N/A,
,"orgName type=""government""",#gov_usembassy,US Embassy,N/A,
,"orgName type=""government""",#gov_usfish,US Fish and Wildlife Service,N/A,
,"orgName type=""government"" ",#gov_usfserv,US Forest Service,N/A,
Carina,"orgName type=""government""",#gov_uslo,US Land Office,N/A,"""Managing a Land Office Business."" General Land Office. August 13, 2012. Accessed January 24, 2017. https://www.blm.gov/wo/st/en/info/history/general_land_office0.html.                    
""Exploring the Homesteading Timeline."" Bureau of Land Management. March 17, 2012. Accessed January 24, 2017. https://www.blm.gov/wo/st/en/res/Education_in_BLM/homestead_act/homesteading_timeline.html.

"
,orgName [no type],#anthroarchives,US National Anthropological Archives,N/A,
,"orgName type=""military""",#mi_navy,US Navy,N/A,
source notes work,"orgName type=""publication""",#uticaobserver,Utica Observer,N/A,
,"orgName type=""nativeamericantribes""",#natam_utschium,Utschium,N/A,
,orgName [no type],#vailco,Vail Company,N/A,
,"orgName type=""nativeamericantribes""",#natam_vallejo,Vallejo,N/A,
,orgName,#venfilmfest,Venice Film Festival,N/A,
,"orgName type=""institution""",#venturacountylibrary,VENTURA COUNTY FREE LIBRARY,N/A,
publication information,"orgName type=""institution""",#venturacomuseum,"Ventura County Museum of History and Art, Ventura, CA,",N/A,
,"orgName type=""publication""",#venturafp,Ventura Free Press,N/A,
source notes work,"orgName type=""publication""",#venturaobserver,Ventura Weekly Observer,N/A,
,"orgName type=""publication""",#vermontjournal,Vermont Journal,N/A,
,"orgName type=""publication""",#phoenix,Vermont Phoenix,N/A,
,"orgName type=""nativeamericantribes""",#natam_veshanacks,Veshanacks,N/A,
source notes work,"orgName type=""publication""",#wagga,Wagga Wagga Advertiser,N/A,
,"orgName type=""nativeamericantribes""",#natam_walacumnies,Walacumnies,N/A,
,orgName [no type],#waltdisney,Walt Disney,N/A,
source notes work,"orgName type=""publication""",#warex,Warwick Examiner and Times,N/A,
,"orgName type=""nativeamericantribes""",#natam_wasakshes,Wasakshes,N/A,
source notes work,"orgName type=""publication""",#watkinsex,Watkins Express,N/A,
,"orgName type=""publication""",#weeklyalta,Weekly Alta California 1853,N/A,
Sydney,"orgName type=""publication""",#weeklyfreepress,Weekly Free Press,N/A,
,"orgName type=""publication""",#weeklyirishtimes,Weekly Irish Times,N/A,
,"orgName type=""publication""",#weeklynewsanddemocrat,Weekly News And Democrat,N/A,
source notes work,"orgName type=""publication""",#wwisc,Weekly Wisconsin,N/A,
,"orgName type=""company""",#wfargo,"Wells, Fargo & Co.",N/A,
,orgName [no type],#westnylib,"Westchester, New York, Library System",N/A,
,orgName,#warchcen,"Western Archaeological Center, National Park Service",N/A,
,"orgName type=""publication""",#westcha,Western Champion,N/A,
source notes work,"orgName type=""publication""",#wfolk,Western Folklore,N/A,
,"orgName type=""institution""",#in_westernmich,Western Michigan University,N/A,
,"orgName type=""institution""",#in_ww,Western Washington University,N/A,
,orgName [no type],#whhy,WHHY,N/A,
,orgName,#whitgirlsclub,Whittier High School's Junior Girls['] Service Club.,N/A,
,"orgName type=""publication""",#wichdaieag,Wichita Daily Eagle,N/A,
,"orgName type=""institution""",#widener,"Widener Library, Harvard University",N/A,
,"orgName type=""nativeamericantribes""",#natam_wikachumnis,Wikachumnis,N/A,
,orgName,#wilber,Wilber Company,N/A,
,"orgName type=""publication""",#wiljo,Wilmington Journal,N/A,
,"orgName type=""publication""",#winonadailyrep,Winona Daily Republican,N/A,
,"orgName type=""publication""",#winonarepublican,Winona Republican,N/A,
source notes work,"orgName type=""publication""",#wischerald,Wisconsin Herald,N/A,
,"orgName type=""nativeamericantribes""",#natam_wishtanatan,Wishtanatan,N/A,
,"orgName type=""publication""",#woradv,Worthington Advance,N/A,
source notes work,"orgName type=""publication""",#wrexadv,"Wrexham (Wales,) Advertise",N/A,
,"orgName type=""nativeamericantribes""",#natam_wylaks,Wylaks,N/A,
,"orgName type=""nativeamericantribes""",#natam_yachachumnes,Yachachumnes,N/A,
,"orgName type=""nativeamericantribes""",#natam_yahshutes,Yah-Shutes,N/A,
,"orgName type=""nativeamericantribes""",#natam_yahi,Yahi tribe,N/A,
,"orgName type=""institution""",#in_yale,Yale University,N/A,
,"orgName type=""nativeamericantribes""",#natam_yaqui,Yaqui,N/A,
,"orgName type=""nativeamericantribes""",#natam_yatuckets,Yatuckets,N/A,
publication information,"orgName type=""publisher""",#yearling,Yearling,N/A,
,"orgName type=""nativeamericantribes""",#natam_ylackas,Ylackas,N/A,
,"orgName type=""nativeamericantribes""",#natam_yocolles,Yocolles,N/A,
,"orgName type=""nativeamericantribes""",#natam_yolos,Yolos,N/A,
,"orgName type=""nativeamericantribes""",#natam_yosahmittis,Yosahmittis,N/A,
,"orgName type=""nativeamericantribes""",#yosemitetribe,Yosemite tribe,N/A,
,"orgName type=""nativeamericantribes""",#natam_yosumnis,Yosumnis,N/A,
,"orgName type=""nativeamericantribes""",#natam_youcoolumnis,Youcoolumnis,N/A,
,"orgName type=""organization""",#ypsce,Young People's Society of Christian Endeavor,N/A,
,"orgName type=""publication""",#youthscompanion,Youth's Companion,N/A,
,"orgName type=""nativeamericantribes""",#natam_yukulmey,Yukulmey,N/A,
,"orgName type=""nativeamericantribes""",#natam_yuquache,Yuquache,N/A,
Carina,"orgName type=""museum""",#mu_natmuseumla,Natural History Museum of Los Angeles County,"Natural History Museum of Los Angeles County: a museum featuring exhibits about both natural history and culture. Opened in 1913 as the Los Angeles County Museum of History, Science, and Art, the museum was part of a strategy to turn local fairgrounds into a cultural center. The state of California built an exposition building, the county built the museum, and the city agreed to maintain the grounds. The museum was renovated in 2007-09 to restore the original designs while also modernizing the structure.","""History of the Natural History Museum."" Natural History Museum of Los Angeles County. Accessed January 28, 2017. http://www.nhm.org/site/about-our-museums/history."
Baseball card,"orgName type=""nativeamericantribes""",#natam_NicolenoTongva,Nicole&#241;os,"Nicole&#241;os: the people of San Nicolas Island. Although they are Island Gabrielinos (Tongva), they became known as Nicole&#241;os because of the Spanish name given to the island. In the early nineteenth century, the Nicole&#241;o population dropped following contact and conflicts with hunters from Europe, North America, Alaska, and Hawaii. All the Nicole&#241;os, except the Lone Woman, were taken from the island in 1835 on the ship <i>Peor es Nada</i> and brought to San Pedro, near Los Angeles, California.",
Sara,"orgName type=""nativeamericantribes""",#natam_pepimaros,Pepimaros,Pepimaros: a term used to describe Native peoples on the mainland who had migrated to California from the Channel Islands.,
Carina,"orgName type=""company""",#paac,Pierce-Arrow Motor Car Company,"Pierce-Arrow Motor Car Company: a manufacturer of luxury cars that operated from 1870-1938. Founder George N. Pierce began the business as a bicycle manufacturer, but, after producing his first single cylinder automobile in 1901, renamed the company and began producing cars full time. In 1928, the company was sold to an Indiana automobile company named Studebaker, but the Great Depression strongly affected business. The company filed for bankruptcy in 1938.","""Pierce Arrow History."" Pierce-Arrow Museum. Accessed January 29, 2017. http://www.pierce-arrow.com/history.
"
Carina,"orgName type=""museum""",#mu_lowie,University of California Robert H. Lowie Museum of Anthropology,"Robert H. Lowie Museum of Anthropology: the University of California’s museum of anthropology founded in 1901 and named after Berkeley professor and anthropologist Dr. Robert H. Lowie. In 1991, it was renamed the Phoebe A. Hurst Museum of Anthropology after its philanthropist founder. Ishi and Alfred Kroeber, the man who studied him, are perhaps the most famous figures associated with the museum. A Yahi man who was deemed ""the last of his tribe,"" Ishi lived at the museum more or less as an exhibit from 1911 until his death from tuberculosis in 1916.","""History of the Museum."" Phoebe A. Hearst Museum of Anthropology. Accessed January 28, 2017. http://hearstmuseum.berkeley.edu/about/history-of-museum.Kroeber, Karl, and Clifton Kroeber, eds. Ishi in Three Centuries. University of Nebraska, 2003."
,"orgName type=""company""",#rogers,Rogers Brothers,"Rogers Brothers: refers to Eugene Frederick, Alvah, and Herbert Augustine Rogers, the sons of Augustine B. and Hannah E. Perkins Rogers. The eldest son, Eugene, founded a seal and sea otter hunting and abalone fishing operation out of Santa Barbara in 1875. In addition to employing his younger brothers, he hired Chinese abalone fishermen and two of George Nidever's sons, George and Jake.",Islapedia: http://islapedia.com/index.php?title=ROGERS_BROTHERS
,"orgName type=""organization""",#rfurcompany,Russian American Company,"Russian American Company: a joint-stock company founded in 1799 and given a monopoly on fur hunting and trade in Russian Alaska. For much of its history, the RAC was headquartered in Sitka (then New Archangel), Alaska. It served as the administrative center of the Russian Empire in North America.",
,"orgName type=""mission""",#mi_venturamission,San Buenaventura Mission,"San Buenaventura Mission: a Catholic mission founded in 1782 and located near the Chumash village of Mitsquanaqa'n in the city of Ventura, California. At the mission's peak, in 1816, 1,328 neophytes, mostly Chumash people, lived here. In 1818, the mission was evacuated for a month due to the threat of a pirate attack. The mission was secularized in 1836 and returned to the Catholic Church in 1862.",
,"orgName type=""mission""",#mi_sd,Mission San Diego,"San Diego Mission: a Catholic mission founded in 1769 and located in San Diego, California. Also called San Diego de Alcalá, in 1824, at the mission’s peak, there were 1,829 neophytes, primarily Tipai-Ipai (Kumeyaay), living at the mission, though a food shortage allowed the Tipai-Ipai (Kumeyaay) to remain in their villages. San Diego Mission was secularized in 1834 and returned to the Catholic Church in 1862. Descendants of the Mission Indians later became known as Digue&#241;os, after the mission.",
,"orgName type=""mission""",#mi_sfern,Mission San Fernando,"San Fernando Mission: a Catholic mission founded in 1797 and located in present-day Los Angeles, California, although the mission’s first church was not completed until 1799. Also called San Fernando Rey de de Espa&#241;a and Los Angeles Mission, by 1811 the mission had 1,081 residents, most of whom were Tataviam or Gabrielino (Tongva). The Nicole&#241;os who arrived in San Pedro in 1835 were not brought to this mission due to its secularization in 1834; instead, some of the group were baptized at the Los Angeles Plaza Church. The mission was returned to the Catholic Church in 1861.",
,"orgName type=""institution""",#in_mercantile,San Francisco Mercantile Library,"San Francisco Mercantile Library: a library founded by the Mercantile Library Association of San Francisco. By 1874, the institution had around 36,000 volumes. The library merged with the collection of the San Francisco Mechanics’ Institute, but the combined library was destroyed in the 1906 earthquake. A new Mechanics’-Mercantile Library opened in 1910.",
,"orgName type=""mission""",#mi_sf,San Francisco Mission,"San Francisco Mission: a Catholic mission located in San Francisco, California, that was founded in 1776. Also known as the Mission Delores or San Fransicso de Asís, between 1801-21, at the mission’s height, 1000-1200 neophytes, mainly Ohlone, Bay Miwok, Coast Miwok, and Patwin, lived here. The mission was secularized in 1834 and returned to the Catholic Church in 1857.",
,"orgName type=""mission""",#mi_sg,Mission San Gabriel,"San Gabriel Mission: a Catholic mission located nine miles east of downtown Los Angeles, California, and was founded in 1771. Also called San Gabriel Arcángel, at the mission’s peak, in 1817, 1,701 Gabrielino (Tongva) neophytes lived here. The mission was secularized in 1834 and returned to the Church in 1859 via a proclamation signed by President James Buchanan. The Nicole&#241;os who arrived in San Pedro, California, in 1835 were not brought to San Gabriel Mission, which was then secularized after Mexican independence. Those men and women for whom records have been found remained in the Los Angeles area.",
,"orgName type=""mission""",#mi_slo,Mission San Luis Obispo,"San Luis Obispo: the fifth Catholic mission in California, located in a coastal valley the Spanish called the ""Valley of the Bears."" Founded in 1772, this was the first mission established on the land of the Chumash, and it had a record population of 832 people in 1804. The mission was secularized in 1835 and returned to the Catholic Church in 1859.",
,"orgName type=""mission""",#mi_sy,Mission Santa Ynez,"San Ynez Mission: a Catholic mission located in the Santa Inéz Valley on the eastern edge of Solvang, California. Also called Santa Inés Virgen y Martír or simply Santa Inés, it was founded in 1804 and, at the mission's peak in 1815, 768 neophytes, mostly Chumash, lived here. The largest Native uprising during the mission era began here in 1824. The mission was secularized in 1836 and returned to the Catholic Church in 1862.",
,"orgName type=""mission""",#mi_santabarbaramission,Santa Barbara Mission,"Santa Barbara Mission: a Catholic mission located in Santa Barbara, California, that was founded in 1786 near the Chumash village of Xana'yan. It was the tenth mission founded by the Franciscans in California and is known as the ""Queen of the Missions"" because of its beauty. In 1803, at the mission's peak, 1,792 neophytes, Chumash peoples referred to as the Barbare&#241;o and the Canale&#241;o, lived here. The mission was secularized in 1834 and returned to the Catholic Church in 1865. In 1853, the Lone Woman of San Nicolas Island was conditionally baptized and buried at the mission. She was not reunited with her people at the mission, as they had been brought to Los Angeles. Today the Santa Barbara Mission is owned and operated by the Franciscan order, serving as both a church and a museum.",
Carina,"orgName type=""company""",#scruzislandcompany,Santa Cruz Island Company,"Santa Cruz Island Company: the owners of Santa Cruz Island between 1869-87. Ten investors formed the company after purchasing the island from William Barron in the late nineteenth century; the company then operated a cattle and sheep ranch on the island. In the 1880s, one shareholder, Justinian Caire, bought out his partners. The land was divided among his family members, but most was then sold to Edwin Stanton by 1937. Stanton's son, Carey Stanton, left most of the island to the Santa Cruz Island Foundation, which operates the Nature Conservancy, in 1987.","United States. National Park Service. ""Santa Cruz Island History and Culture."" National Parks Service. Accessed January 29, 2017. https://www.nps.gov/chis/learn/historyculture/santacruzisland.htm."
publication information,"orgName type=""publisher""",#serrashop,Serra Shop Old Mission,Serra Shop: the gift store at Santa Barbara Mission.,
,orgName,#tuna,Tuna Club,"The Tuna Club: a private big-game fishing organization on Catalina Island, California. Charles Frederick Holder founded the club in 1898, wanting to promote stricter rules for anglers as well as marine life conservation. The club, still in operation today, has counted many celebrities and US presidents among its members. Its 1908 clubhouse is now a US National Historic Landmark.","http://www.islapedia.com/index.php?title=Tuna_Club,_Avalon,_Santa_Catalina_Island http://www.latimes.com/travel/deals/la-trb-tuna-club-tours-20150730-post.html https://www.igfa.org/Museum/HOF-Holder.aspx
"
,orgName [no type],#natam_toltecs,Toltecs,"Toltecs: a civilization that prospered in central Mexico from the tenth to twelfth centuries. The Toltecs crafted monumental pyramids and statues that reflected the overall militaristic nature of their empire. The Aztecs—who rose to power several centuries later—claimed descent from the Toltecs, whom they greatly admired. The Toltecs capital, Tollan, was located about fifty miles north of present-day Mexico City."," http://www.ancient.eu/Toltec_Civilization/ 
https://www.britannica.com/topic/Toltec"
,"orgName type=""museum""",#mu_vaticanmuseum,Vatican,"Vatican: a sovereign city-state that was part of the city of Rome during the mid-nineteenth century. The Vatican is home to the Vatican Museum, a collection of art and artifacts collected by Catholic popes beginning in the sixteenth century and organized into separate galleries and museums in the eighteenth century. The Museum of Propaganda, one of those collections, was established to highlight the missionary achievements of evangelizers in the New World. It is currently unclear whether objects associated with the Lone Woman ever reached Rome and the Vatican Museum.",
,"orgName type=""nativeamericantribes""",#natam_Ventureno,Venture&#241;os,"Venture&#241;os: Chumash peoples associated with Mission San Buenaventura; prior to the mission era, they lived along the Pacific coast in the region stretching from Carpenteria to Malibu, California.",
